userId,movieId,rating,timestamp
1,3671,5.0,964981589
1,3702,5.0,964983737
1,3703,5.0,964981909
1,3729,5.0,964982363
1,3740,4.0,964982417
1,3744,4.0,964980694
1,3793,5.0,964981855
1,3809,4.0,964981220
1,4006,4.0,964982903
1,5060,5.0,964984002
2,91529,3.5,1445714891
2,91658,2.5,1445714938
2,99114,3.5,1445714874
2,106782,5.0,1445714966
2,109487,3.0,1445715145
2,112552,4.0,1445714882
2,114060,2.0,1445715276
2,115713,3.5,1445714854
2,122882,5.0,1445715272
2,131724,5.0,1445714851
3,5746,5.0,1306463708
3,5764,4.5,1306464021
3,5919,5.0,1306463825
3,6238,0.5,1306464204
3,6835,5.0,1306463670
3,7899,4.5,1306464036
3,7991,5.0,1306463684
3,26409,4.5,1306463993
3,70946,5.0,1306463815
3,72378,0.5,1306464164
4,4308,1.0,1007569465
4,4347,4.0,1007569586
4,4381,3.0,1007574509
4,4641,1.0,1007569586
4,4741,3.0,1007574532
4,4765,5.0,1007569445
4,4881,3.0,1007569445
4,4896,4.0,1007574532
4,4902,4.0,1007569465
4,4967,5.0,1007569424
5,534,3.0,847435311
5,588,4.0,847434801
5,589,3.0,847435258
5,590,5.0,847434747
5,592,3.0,847434747
5,594,5.0,847435238
5,595,5.0,847434832
5,596,5.0,847435292
5,597,3.0,847434962
5,608,3.0,847435258
6,999,2.0,845556412
6,1004,4.0,845556506
6,1006,4.0,845556694
6,1042,3.0,845556462
6,1049,5.0,845556694
6,1061,4.0,845556860
6,1064,4.0,845556579
6,1073,3.0,845555571
6,1082,4.0,845556278
6,1084,3.0,845555454
7,45668,1.0,1159225196
7,45730,0.5,1161738279
7,46530,1.0,1157949732
7,48516,1.0,1169687318
7,48783,4.5,1162163488
7,48997,2.5,1174263740
7,49272,4.5,1165876367
7,49278,3.5,1174263775
7,49286,0.5,1176181731
7,49824,3.0,1173051469
8,480,4.0,839463527
8,500,2.0,839463624
8,527,5.0,839463728
8,539,3.0,839463728
8,586,3.0,839463702
8,587,3.0,839463702
8,590,5.0,839463422
8,592,3.0,839463422
8,593,4.0,839463470
8,597,3.0,839463728
9,5891,1.0,1044657318
9,5893,4.0,1044657144
9,5902,5.0,1044656934
9,5952,5.0,1044656908
9,5956,4.0,1044656962
9,5962,1.0,1044657338
9,5965,4.0,1044657185
9,5988,2.0,1044657269
9,6001,4.0,1044657072
9,6044,2.0,1044657285
10,109487,0.5,1455398092
10,109853,4.0,1455357656
10,112006,4.0,1455398144
10,113275,4.5,1455357698
10,113394,4.0,1455398275
10,119145,1.0,1455302650
10,129428,3.5,1455357384
10,136020,5.0,1455302192
10,137595,4.0,1455356898
10,140110,5.0,1455356776
11,1721,5.0,902154989
11,1784,5.0,902155043
11,1840,4.0,901200111
11,1882,2.0,901200143
11,1917,4.0,901200037
11,1918,4.0,901200070
11,1923,4.0,904510428
11,2002,2.0,902154383
11,2027,3.0,904510428
11,2028,5.0,902153951
12,2694,4.0,1247263398
12,2717,5.0,1247263428
12,3668,5.0,1247264220
12,3967,4.5,1247263471
12,4018,4.5,1247264420
12,5620,4.0,1247264417
12,6942,5.0,1247264138
12,8533,5.0,1247264151
12,40629,5.0,1247264192
12,63992,5.0,1247264457
13,3798,4.0,987895720
13,3827,4.0,987895952
13,3863,4.0,987896183
13,3893,3.0,987895651
13,3897,4.0,987895582
13,3952,3.0,987895651
13,3977,3.0,987895952
13,3996,5.0,987895902
13,4011,5.0,987895651
13,4148,4.0,987895720
14,539,4.0,835441415
14,540,3.0,835441794
14,552,3.0,835441558
14,553,4.0,835441239
14,586,3.0,835441451
14,590,4.0,835440977
14,592,2.0,835440976
14,593,4.0,835441086
14,597,3.0,835441431
14,784,1.0,835442447
15,122924,1.0,1510573305
15,134130,4.0,1510571883
15,134853,4.5,1510572481
15,143385,3.0,1510572581
15,152077,5.0,1510572535
15,152081,3.0,1510578039
15,158872,3.5,1510578028
15,160980,3.5,1510572512
15,166528,5.0,1510572789
15,166635,3.5,1510572516
16,7361,3.5,1377477402
16,27611,4.0,1377477684
16,27773,4.0,1377477507
16,48394,4.0,1377477809
16,58559,4.5,1377476817
16,60069,4.0,1377477834
16,68954,4.0,1377477654
16,78499,4.5,1377477830
16,79132,3.0,1377476916
16,91529,4.5,1377477940
17,60069,3.5,1305696839
17,64839,3.5,1322629112
17,68157,4.0,1305696894
17,68358,4.5,1322629267
17,77455,3.5,1307262449
17,78499,4.0,1305696624
17,79132,4.5,1305696716
17,80463,4.0,1305696734
17,81932,3.5,1305696681
17,82459,4.0,1305696644
18,164179,3.0,1517508124
18,166015,3.5,1534786448
18,166635,4.0,1502218032
18,168252,4.0,1493155981
18,171023,4.0,1505599943
18,176101,3.5,1513110715
18,177593,4.5,1534007386
18,180095,3.0,1534698700
18,180777,4.5,1511101918
18,185135,4.5,1534007332
19,3793,4.0,965702777
19,3797,3.0,965702954
19,3798,2.0,965702843
19,3802,2.0,965704079
19,3809,3.0,965706415
19,3825,3.0,965702777
19,3826,1.0,965702843
19,3835,2.0,965711413
19,3837,1.0,965704999
19,3839,1.0,965705219
20,6143,4.0,1054036826
20,6156,3.0,1054036804
20,6157,2.0,1054036811
20,6166,1.5,1054036794
20,6170,4.0,1054036780
20,6297,4.0,1054036670
20,6333,4.0,1054036616
20,6345,5.0,1054036623
20,6358,3.5,1054147505
20,6365,4.0,1054147167
21,152081,4.0,1500701826
21,160565,1.0,1468113965
21,160872,0.5,1468113939
21,164179,4.0,1500701551
21,164909,3.5,1500702132
21,166492,3.5,1483340772
21,167036,4.0,1483340756
21,168248,3.5,1500701525
21,168252,3.0,1500701559
21,173307,0.5,1500701120
22,68157,4.0,1268726556
22,68358,0.5,1268727244
22,68536,4.0,1268726494
22,68954,2.0,1268726512
22,69122,0.5,1268727419
22,69757,0.5,1268726748
22,70286,0.5,1268726596
22,71464,0.5,1268727107
22,72998,3.5,1268726172
22,74789,0.5,1268726132
23,7123,4.5,1107164119
23,7438,3.0,1107164467
23,7587,5.0,1107162995
23,7924,3.5,1107341502
23,7932,3.0,1107341862
23,8012,4.0,1107164430
23,8228,4.0,1107162877
23,8370,4.0,1107163825
23,8636,3.0,1107162817
23,8961,3.0,1107164371
24,96610,3.0,1458941709
24,102407,3.5,1458941328
24,111759,3.5,1458941550
24,119145,4.0,1458941646
24,122886,3.5,1458941967
24,132660,4.0,1458976352
24,134130,4.0,1458941964
24,134393,2.5,1458941460
24,134853,4.0,1458941969
24,139385,3.0,1458942069
25,79132,5.0,1535470428
25,91529,5.0,1535470498
25,116797,5.0,1535470507
25,122912,5.0,1535470461
25,122916,4.5,1535470504
25,176371,4.0,1535470469
25,177593,5.0,1535470532
25,180095,5.0,1535470476
25,187541,4.0,1535470472
25,187593,5.0,1535470534
26,300,3.0,836950431
26,344,3.0,836950286
26,349,3.0,836950286
26,356,3.0,836950483
26,380,3.0,836950245
26,434,2.0,836950379
26,454,4.0,836950483
26,457,4.0,836950379
26,592,4.0,836950245
26,593,4.0,836950379
27,3519,3.0,965149901
27,3555,4.0,962685074
27,3654,4.0,962686529
27,3681,4.0,965149571
27,3697,1.0,965150504
27,3751,3.0,962685032
27,3791,3.0,965149357
27,3809,1.0,965149421
27,3836,4.0,965149368
27,5060,2.0,962686409
28,68319,3.5,1242883367
28,68358,3.5,1242883340
28,68791,4.5,1277002158
28,69849,3.5,1277002828
28,70286,4.5,1277001890
28,70336,1.5,1277002289
28,71106,2.5,1277001836
28,71135,3.5,1277001895
28,72378,2.0,1277002257
28,72998,5.0,1277001853
29,80489,4.0,1362016591
29,81845,4.0,1307907049
29,82459,5.0,1310787896
29,87232,3.5,1307906652
29,87306,4.5,1309585079
29,98961,4.5,1362016565
29,99114,4.5,1362016549
29,104841,4.0,1405816277
29,111362,4.5,1405816130
29,111759,4.0,1405816122
30,95510,5.0,1500370369
30,96821,5.0,1500370373
30,97913,4.0,1500370371
30,108932,4.0,1500370367
30,109487,5.0,1500370443
30,111759,5.0,1500370446
30,112852,5.0,1500370426
30,115617,5.0,1500370457
30,116823,4.0,1500370376
30,122904,5.0,1500370440
31,1282,5.0,850467485
31,1302,4.0,850467485
31,1353,4.0,850467078
31,1356,4.0,850466719
31,1361,5.0,850466810
31,1363,5.0,850466810
31,1391,5.0,850466810
31,1393,3.0,852207084
31,1405,1.0,852207053
31,5060,5.0,850467468
32,1367,3.0,856736374
32,1391,5.0,856736427
32,1393,4.0,856736374
32,1407,2.0,856736519
32,1409,4.0,856736477
32,1425,3.0,856736652
32,1429,4.0,856736579
32,1438,3.0,856736639
32,1458,4.0,856736822
32,1459,4.0,856736725
33,2501,2.0,939646784
33,2539,4.0,939718916
33,2542,4.0,939654747
33,2571,5.0,939646784
33,2580,5.0,939646902
33,2690,4.0,939718916
33,2724,3.0,939646557
33,2762,4.0,939646424
33,2875,4.0,939716738
33,2943,5.0,939646680
34,8636,5.0,1162048948
34,8957,2.0,1162050052
34,26606,4.5,1163954565
34,27193,4.5,1163954693
34,27728,3.0,1166463862
34,27801,5.0,1166463947
34,31184,3.0,1163954786
34,31685,2.0,1166464153
34,44974,4.5,1166463868
34,45499,5.0,1162050637
35,252,4.0,830940246
35,261,5.0,830939733
35,266,2.0,830939546
35,300,4.0,830939505
35,316,3.0,830939438
35,339,5.0,830939488
35,342,4.0,830939941
35,590,5.0,830940157
35,592,4.0,830939391
35,595,3.0,830939438
36,4025,2.0,1100803619
36,4085,2.0,1100803624
36,4220,2.0,1100803825
36,4995,1.0,1100803560
36,5093,2.5,1100803813
36,5171,3.0,1100803810
36,5312,4.0,1100803807
36,5464,1.5,1100803567
36,5956,2.0,1100803576
36,6662,3.0,1100803749
37,356,4.0,845239483
37,380,2.0,845239388
37,457,4.0,845239442
37,590,4.0,845239388
37,592,3.0,845239387
37,593,5.0,845239426
37,661,3.0,845926982
37,671,5.0,845239506
37,1061,5.0,845927014
37,1073,4.0,845239522
38,585,3.0,841341570
38,586,3.0,841341384
38,588,3.0,841341195
38,590,4.0,841341161
38,592,4.0,841341160
38,593,3.0,841341220
38,595,4.0,841341220
38,597,2.0,841341384
38,648,4.0,841341618
38,736,2.0,841341598
39,3034,3.0,974787064
39,3178,3.0,974789375
39,3213,5.0,974788976
39,3328,5.0,974789632
39,3362,5.0,974788339
39,3418,2.0,974789327
39,3481,5.0,974788538
39,3745,4.0,974789035
39,3793,4.0,974787637
39,3911,5.0,974788481
40,553,5.0,832059273
40,585,3.0,832059863
40,588,4.0,832058897
40,590,4.0,832058854
40,592,4.0,832058854
40,595,3.0,832058930
40,609,4.0,832060059
40,610,4.0,832059622
40,616,3.0,832059734
40,685,5.0,832060442
41,122882,2.5,1458939623
41,122904,0.5,1459367333
41,125916,0.5,1458940245
41,128360,4.0,1459367507
41,135887,3.0,1458943698
41,136864,0.5,1459367339
41,138036,2.0,1459367656
41,139385,4.0,1458943547
41,140110,3.5,1458943809
41,150548,1.0,1459367331
42,4545,4.0,996259093
42,4564,5.0,996258623
42,4565,2.0,996260446
42,4577,4.0,996259024
42,4621,4.0,996259355
42,4623,4.0,996258272
42,4629,2.0,996260295
42,4654,3.0,996260295
42,4679,4.0,996258824
42,4686,2.0,996256937
43,711,5.0,848994814
43,783,5.0,848994560
43,788,5.0,848994662
43,810,5.0,848995009
43,828,5.0,848995086
43,1064,5.0,848995186
43,1073,5.0,848994641
43,1084,5.0,848994795
43,1105,5.0,848995145
43,1356,5.0,848995341
44,1210,5.0,869252333
44,1391,2.0,869252087
44,1393,4.0,869252438
44,1405,4.0,869252043
44,1429,5.0,869252417
44,1476,5.0,869252362
44,1517,4.0,869252528
44,1544,1.0,869252752
44,1552,4.0,869252458
44,1639,5.0,895853739
45,33679,5.0,1121724175
45,50872,5.0,1193288853
45,51080,4.5,1193289356
45,53121,4.0,1193288947
45,53125,4.0,1193288942
45,53322,5.0,1193288932
45,53993,4.5,1193288839
45,53996,4.5,1193288835
45,54272,5.0,1193288817
45,54286,4.5,1193288697
46,432,3.0,834788146
46,434,4.0,834787826
46,435,3.0,834788146
46,454,5.0,834788146
46,457,5.0,834787967
46,588,5.0,834787677
46,590,5.0,834787617
46,592,3.0,834787617
46,593,5.0,834787906
46,595,5.0,834787757
47,140715,4.0,1496207354
47,145839,3.5,1496210199
47,146656,3.5,1496209516
47,148626,3.0,1496209907
47,159817,3.0,1496206867
47,160980,3.5,1496209791
47,161582,3.5,1496208845
47,163645,3.0,1496205601
47,166643,3.0,1496205070
47,171011,3.0,1496206929
48,3623,2.5,1127128748
48,3793,3.5,1127128889
48,4886,5.0,1127128753
48,5349,4.0,1127128913
48,5445,4.5,1127128898
48,5882,4.0,1127128941
48,5903,4.0,1127128907
48,6333,3.5,1127128894
48,8371,4.0,1127128944
48,8636,4.5,1127128916
49,6377,4.0,1493093127
49,47099,4.5,1493093082
49,70286,4.0,1493093030
49,79091,4.0,1493093114
49,79132,4.5,1493093216
49,103335,4.0,1493093120
49,109487,4.5,1493093231
49,122920,4.0,1493093016
49,139385,4.5,1493093206
49,168252,4.5,1493092998
50,175693,2.5,1527542462
50,175705,3.5,1514240480
50,175707,3.0,1514240513
50,175743,3.0,1514240506
50,175781,3.0,1514240519
50,176101,1.0,1514498012
50,176371,3.0,1514239772
50,179073,3.0,1514240525
50,188301,3.0,1533302277
50,190183,3.5,1533302021
51,54001,5.0,1230929858
51,54286,1.5,1230929853
51,56367,5.0,1230932765
51,57532,3.5,1231041324
51,58559,4.0,1230932758
51,59306,0.5,1231041354
51,59615,5.0,1230930660
51,59900,3.0,1230932750
51,60074,5.0,1230931645
51,60487,5.0,1231040478
52,112852,5.0,1468051607
52,119145,4.0,1468051301
52,122882,5.0,1468051298
52,122886,5.0,1468051179
52,122900,5.0,1468051323
52,122904,5.0,1468051176
52,134130,5.0,1468051169
52,134368,4.5,1468051467
52,134853,5.0,1468051390
52,152081,5.0,1468051170
53,1100,5.0,1237748099
53,1125,5.0,1237748096
53,1256,5.0,1237748093
53,1298,5.0,1237748074
53,1441,5.0,1237748056
53,1982,5.0,1237748071
53,2616,5.0,1237748059
53,2686,5.0,1237748068
53,3100,5.0,1237748090
53,4019,5.0,1237748087
54,480,3.0,839921084
54,500,3.0,839921452
54,586,2.0,839921452
54,588,3.0,830247330
54,589,3.0,839921161
54,590,3.0,830247106
54,592,3.0,830247106
54,593,4.0,839920981
54,595,3.0,830247389
54,639,3.0,839919973
55,2763,2.5,1312747620
55,2890,4.0,1312747625
55,3101,1.0,1312747631
55,3275,5.0,1312749156
55,4011,5.0,1312748875
55,27831,5.0,1312748862
55,33166,4.5,1312748156
55,44665,4.5,1312748181
55,48516,5.0,1312748410
55,54286,4.0,1312748147
56,434,3.0,835799140
56,454,3.0,835799253
56,457,4.0,835799162
56,480,5.0,835799295
56,493,4.0,835799427
56,589,4.0,835799330
56,592,3.0,835799034
56,593,5.0,835799139
56,733,4.0,835799427
56,786,4.0,835799457
57,3769,4.0,965799383
57,3773,1.0,965797677
57,3774,1.0,965797855
57,3811,4.0,965799445
57,3827,4.0,965799246
57,3835,2.0,965799246
57,3836,5.0,965799259
57,3901,3.0,969753008
57,3937,2.0,969752936
57,5060,4.0,965795947
58,594,5.0,847719035
58,595,5.0,847718461
58,596,4.0,847719271
58,597,5.0,847718674
58,616,4.0,847719271
58,648,5.0,847719035
58,708,5.0,847719464
58,736,3.0,847718894
58,780,5.0,847718910
58,1073,5.0,847719802
59,3450,3.0,953608587
59,3461,4.0,953608665
59,3462,5.0,953610923
59,3471,4.0,953608525
59,3479,4.0,953608665
59,3489,2.0,953608610
59,3498,5.0,953608691
59,3504,4.0,953608726
59,5060,4.0,953609923
59,6460,5.0,953608991
60,1242,4.0,1393541757
60,1562,3.0,1393541892
60,2067,3.0,1393541982
60,2150,4.0,1393541897
60,2724,3.0,1393541908
60,2739,4.0,1393541977
60,3386,4.0,1393541937
60,3424,4.0,1393541967
60,6016,4.0,1393542073
60,58559,5.0,1393542075
61,4993,4.5,1145532353
61,5952,4.5,1145531615
61,6502,4.0,1145532705
61,6796,4.0,1145532594
61,6874,4.0,1145532616
61,7153,4.5,1145532573
61,7361,4.0,1145532717
61,7438,4.0,1145532551
61,27831,4.0,1145532546
61,30707,4.5,1145532681
62,176601,5.0,1525795252
62,179401,3.5,1528934530
62,179819,3.5,1523048605
62,182715,4.0,1521929626
62,183611,4.0,1526244681
62,184471,3.5,1528024895
62,185031,4.5,1525946532
62,185135,5.0,1525795293
62,187593,4.0,1527274071
62,187595,4.0,1528934550
63,106696,5.0,1443461176
63,108932,5.0,1443348415
63,110102,4.0,1443200150
63,111362,3.5,1443200063
63,111759,4.0,1443199982
63,111781,5.0,1443200278
63,112852,4.0,1443199980
63,115617,5.0,1443199933
63,122892,4.0,1443200176
63,134853,5.0,1443200486
64,34437,3.5,1161559905
64,37733,3.0,1161528925
64,39183,4.0,1161521523
64,40815,4.0,1161520530
64,40819,4.0,1161520768
64,41566,4.0,1161520426
64,41569,4.0,1161520959
64,42632,4.5,1161529769
64,45447,2.5,1161521530
64,46578,4.5,1161519953
65,79132,4.5,1494802456
65,88140,3.0,1494767074
65,89774,4.0,1494767219
65,91542,4.5,1494767081
65,97752,4.0,1494767354
65,97921,3.0,1494767083
65,109487,4.5,1494802244
65,111759,4.0,1494802716
65,116797,4.5,1494767104
65,122904,3.0,1494767242
66,8158,4.0,1104644268
66,8360,4.5,1093747278
66,8493,4.0,1104645429
66,8636,5.0,1093747282
66,8665,5.0,1093747996
66,8784,4.5,1104644101
66,8798,4.5,1097803995
66,8874,5.0,1112589663
66,8961,4.0,1104644077
66,51255,4.0,1182723476
67,6539,4.5,1501273908
67,7153,2.0,1501274080
67,8604,5.0,1501273663
